Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
19-Feb-20,The best infra environment employer friendly,There are no much cons to point about,,5,Current Employee,Senior Systems Engineer,Chennai,5,5,5,4,4
19-Feb-20,"Amazing Team
Good Work-Life Balance
Plenty of growth opportunities",I can't really think of any cons,,5,Former Employee,Assistant Systems Engineer,Bangalore,,,,,
19-Feb-20,"Work culture, exposure, flexibility, exposure to new tools and technology, work environement and what not.",I have worked for three years and I've got no complaints yet.,,5,Current Employee,Associate,Bangalore,4,5,5,5,5
19-Feb-20,"supportive management
provides gud scope to learn","poor work from home options
long swipe in-outs",,5,Former Employee,Associate,Bangalore,2,4,4,3,3
19-Feb-20,"No dress code
No Pressure
Onsite Opportunities
Healthy Environment","It is based on your team, but company is very good",Nothing,5,Current Employee,Programmer Analyst,Chennai,5,5,5,5,4
20-Feb-20,For NFT COE cts is a very good company. Will get lots of exposure,"Low salary, have to negotiate well before joining cts",,5,Current Employee,Performance Test Lead,Calcutta,2,3,4,2,4
20-Feb-20,Many latest technology projects are available and knowledge wise we have good career growth,Leadership teams do micro management in few projects which creates a bad environment to work.,Hike and incentives could be given to employee who work hard for years.,5,Current Employee,Associate,Chennai,4,5,5,3,2
19-Feb-20,Good company. Onsite opportunity is given,Nothing to say. As everything is good,,4,Current Employee,Anonymous Employee,,,,,,
19-Feb-20,Getting Good profile is on luck.,Working hours and facility are not good,,4,Former Employee,Anonymous Employee,,3,4,3,3,2
19-Feb-20,Good Company to work as it have both onshore opportunities.,Salary should be more and should be according to industry standards.,,4,Current Employee,Senior Associate,Hyderābād,4,4,4,4,4
19-Feb-20,It was a great place to work,"The company is vast and sometimes, you tend to get attached to a mundane routine",,4,Former Employee,Programmer Analyst,Chennai,4,5,5,5,4
19-Feb-20,"great work life balance
participation in hackathons",pay scale can be improved as per industry standards,,4,Former Employee,Software Developer,Chennai,5,4,5,3,4
19-Feb-20,Good work culture Good pay Good compensation,No cons for this company,,4,Current Employee,Engineer,Chennai,4,4,4,4,4
20-Feb-20,Good learning opportunities for new hires,Slow growth in terms of career,,4,Current Employee,Teamleader,Bangalore,4,4,3,3,4
04-Mar-20,Good work culture.Good leaning curve,"Minimum hikes,Promotions and performance based variable pay",,3,Current Employee,Sr Developer,Pune City,,,,,
04-Mar-20,Liberal structure to do work,Hike and appraisal is very minimal,,3,Current Employee,Test Analyst,,4,3,3,3,4
05-Mar-20,Flexibility in work timings always,Lot of recent job cuts,,3,Current Employee,Deputy General Manager,Pune,5,5,4,5,5
19-Feb-20,Good org to join for long term,No cons for this org,,5,Current Employee,Senior Associate,,5,5,5,5,5
19-Feb-20,Good environment good work culture,None none none none none,,5,Current Employee,Programmer Analyst,Pune,5,5,5,5,5
19-Feb-20,Very good ambience and business structure,Should improve with more projects,,5,Former Employee,Programmer Analyst,Chennai,4,4,5,4,4
18-Feb-20,"Better hikes, good work life balance","Getting promotion is difficult, initial pay is less",,4,Current Employee,Associate,Chennai,4,3,3,4,3
18-Feb-20,a good place to start the career,the salary won't be market value while experience increase.,,4,Former Employee,Team Lead,Chennai,3,3,3,3,3
18-Feb-20,Good services like cabs and night shift compensation,"Mundane work, conventional methodologies, slow growth",,4,Former Employee,Engineer-In-Training,Chennai,3,4,3,3,3
18-Feb-20,"Friendly environment. 
Can get new learnings according to project.",I dint felt anything bad about cts.,,4,Current Employee,Associate,Coimbatore,4,4,5,4,4
18-Feb-20,Good higher management .compensation is good,Middle management needs to reshuffled,,4,Current Employee,Anonymous Employee,Calcutta,2,3,4,3,5
19-Feb-20,Had learnt a lot about QA.,Needs proper on boarding for client interview.,,4,Former Employee,Programmer Analyst,Chennai,,,,,
03-Mar-20,Good environment to work as QA,Nothing much to mention on cons,,3,Current Employee,Anonymous Employee,,,,,,
03-Mar-20,"Good perks, office facilities, work life balance","Limited technical exposure, repetitive/outdated work",,3,Current Employee,Programmar-analyst,Hyderābād,4,3,3,3,4
03-Mar-20,"You can Learn and they have a nice platform to support 
Infrastructure of the company is good and well maintained
You will have more food options in most of the facilities
Spacious parking on most of the facilities","Not much of work life balance
No employee benefits especially if you stay in company for long period",Don't commit to work on stringent timeline so people find it difficult to complete and eventually loosing to maintain work life balance,3,Former Employee,Associate,Chennai,3,4,4,2,2
03-Mar-20,"Good work timings, No work pressures",Not much quarterly/yearly hikes and other benefits,,3,Current Employee,Associate,Bangalore,4,4,3,2,3
03-Mar-20,One of the best company,Gives the best opportunity to grow.,,3,Current Employee,Team Leader,,,,,,
17-Feb-20,You can learn a lot,Not more scope to learn advanced techniques,,5,Current Employee,Senior Systems Engineer,Pune,5,4,4,5,4
17-Feb-20,Calm and happy work environment. Everyone in the company seems to be so nice in my 10 years of experience. Pays me well and gives me a good and happy life.,"Promotions may be a bit slow when you move above Senior Manager level, but thats the same with every company.",,5,Current Employee,Senior Associate,Cochin,5,5,5,5,5
17-Feb-20,Efficient process and a very good operations,None so far in my experience,,5,Current Employee,Associate,Bangalore,4,5,4,4,4
18-Feb-20,Work from home option available to certain profiles,Virtual Team/Manager can lead to communication gap,,5,Current Employee,Tech Lead,Pune,5,5,5,5,5
18-Feb-20,Nice work culture in this company,Nothing here more to explain,,5,Current Employee,Anonymous Employee,,,,,,
17-Feb-20,lot of opportunities to excel,"pay is very low
no work life balance",,4,Current Employee,Programmer Analyst,Bangalore,3,3,3,3,3
17-Feb-20,Good working environment and healthy competition,Nothing like cons as such,,4,,,,4,5,4,4,4
17-Feb-20,"Flexibility, initial career growth, culture",No further career oppurtunities or projects,,4,Current Employee,ServiceNow Administrator/Developer,Bangalore,3,4,3,3,3
17-Feb-20,"Decent pay
Good work life balance","Very slow technical growth
Fear of layoffs",,4,Current Employee,Programmer Analyst,Chennai,,,,,
18-Feb-20,Very nice environment and infrastructure,Nothing much to specify in cons,,4,Current Employee,Performance Test Engineer,Bangalore,3,4,3,3,4
18-Feb-20,Good pay for freshers. Work culture is quite good.,Had to extend on multiple occasions to finish off work,Let your employees leave in time. Get everybody to do their share of work.,4,Former Employee,Process Executive,Mumbai,3,4,4,4,3
18-Feb-20,#NAME?,#NAME?,,4,Current Employee,Technology Architect,Pune,3,4,4,4,4
02-Mar-20,Good work culture. more work from home balance,very less hike. you don't get our variable pay fully,,3,Current Employee,Associate,Chennai,4,4,4,2,2
02-Mar-20,"Pay is great and upto market standards.
Great facilities and support system
The food at cafeteria is excellent","Too many levels makes it confusing for new joiners. There is no proper transition system for the release from project. I came one day and found I am no more assigned to the project. Unfortunately, the HCM managers are also biased and looking for personal gain than willing for help the subordinates to grow.",Cut down of the layers. So many vertical and horizontal makes the maths confusing.,3,Current Employee,Project Manager/Scrum Master,Calcutta,4,4,2,4,2
02-Mar-20,Growth is rapid at entry levels,"Work life balance, work pressure",,3,Current Employee,Team Leader,,3,3,3,3,2
02-Mar-20,Benefits are there if you want.,Salary is low as compared to other.,,3,Former Employee,Anonymous Employee,,3,3,3,3,3
03-Mar-20,"Good infrastructure.
Hands-on in multiple applications.","Full politics, there will be partiality seen even in giving KT.
Bad experience, don't want to go to that company back.",,3,Former Employee,Programmer Analyst,,1,5,3,3,2
14-Feb-20,After joining they will give 3-4 month of training with hands-on practice which is really good,"It does not matter in which technology you got trained after in your training period
After that training, they can assign you to project in any technology, so even if the training is good it feels worthless 
You will not be able to switch in different verticals or projects easily",,4,Current Employee,Programmer Analyst,Pune,3,2,3,3,3
16-Feb-20,Exposure to everything that you’d need. They reimburse your certification expenses if any . Cognizant academy - hooks you up with any course you want to study . Cab facilities.,If you’re not in the right team you’ll hate it big time .,,5,Current Employee,Systems Engineer,Chennai,4,4,5,5,4
16-Feb-20,Exposure to everything that you’d need. They reimburse your certification expenses if any . Cognizant academy - hooks you up with any course you want to study . Cab facilities.,If you’re not in the right team you’ll hate it big time .,,5,Current Employee,Systems Engineer,Chennai,4,4,5,5,4
02-Mar-20,"Good infrastructure.
Good mentorship and training.","Less pay.
Less exposure.
Less work life balance.",,2,Current Employee,PAT,,,,,,
16-Feb-20,"Work life balance
Good hike
Friendly manager and team to work om","Time sheet
Leave policies
HR policies
Senior management",,4,Former Employee,Senior Associate,Chennai,4,4,4,4,3
16-Feb-20,Constant Hike. Good Variable Pay. Work Culture. Some Good Technical Architects.,Politics is ruling the entire competency. Lack of Onsite opportunities. Lack of quality Leadership and Team Leaders. Lack of Development Projects. Lack of training programs. Cross skilling of technology is not possible. Lack of timeliness in the project estimation it leads to spent most of time in entire workplace. 9hours Truetime and top-up is truly depends on manager. Need to slave to team and manager if you did you can shine to different level and get all time EA.,,4,Former Employee,Associate,Chennai,4,3,3,3,1
16-Feb-20,N/A. It a good company where every can start their career.,N/A getting a project with latest technology is difficult.,,4,Current Employee,Data Analyst,Hyderābād,3,3,4,2,3
16-Feb-20,Ok nice and good culture,Ok nice to work but no hike,,4,Current Employee,Associate,"Gurgaon, Haryana",4,2,1,1,
16-Feb-20,Culture is nice and helpful,Strict 9 hours policy is hard,,4,Current Employee,Associate,Calcutta,3,4,3,3,3
17-Feb-20,The company has an exemplary work culture where we get to learn many things.,The systems provided are quite slow.,,4,Former Employee,Program Analyst,Pune,5,5,4,4,3
01-Mar-20,I had a good experience in cognizant since 5 years there will be work life balance,no promotions and hikes,,3,Former Employee,Programmer Analyst,,3,3,3,3,3
02-Mar-20,Niche skill allowance is provided,Poor cab facilities in cbe,,3,Current Employee,Senior Software Developer,Coimbatore,5,3,4,,
15-Feb-20,"Good for onsite, good salary, good increments, good management, latest technologies","nothing , nothing, nothing, nothing, nothing",,5,Current Employee,Solutions Architect,Bangalore,5,4,5,5,5
15-Feb-20,Policies are good. Onsite opportunity Hr policies,Less bench period Promotion is hard to get,,5,Current Employee,Architect,Chennai,3,3,4,4,3
16-Feb-20,Team spirit and professional curtsey,No learning and very old technology practice,,5,Current Employee,Anonymous Employee,,5,4,3,4,5
15-Feb-20,Good company to work for an exp,No proper hikes based on performance,,4,Current Employee,Programmer Analyst,,3,3,3,3,3
15-Feb-20,"Get to learn the latest in Industry
A lot of travel opportunities",Work life balance is a problem,,4,Current Employee,Software QA Manager,Chennai,3,4,5,3,4
15-Feb-20,You can have good work experience,They will send you anywhere in Indiana,,4,Current Employee,Programmer Analyst,Coimbatore,4,3,4,2,3
15-Feb-20,"1. Good work culture
2. Nice technical exposure",1. Huge number of employees,,4,Current Employee,Associate,,3,3,5,2,2
15-Feb-20,"1. Nice office
2. Good work
3. Good opportunity to learn",1. Not so good management,,4,,Associate,Chennai,3,3,3,2,2
28-Feb-20,Training is awesome you will learn new things.,"Everything here is unpredictable anything can happen anytime you will not understand anyting initially. You will not get project of your choice may it be location or domain(technology you've been trained in), you will have two sacrifice one of them.

Lot of communication gap.",,3,Current Employee,Programmer Analyst Trainee,Chennai,3,3,2,3,3
29-Feb-20,Good workplace. Friendly teamates Good workplace Friendly teamates Good technical skills to learn,No proper hike nowadays Support projects in shifts Canteen not good,,3,Current Employee,Anonymous Employee,,,,,,
29-Feb-20,"Good workplace.
Friendly teamates
Good workplace
Friendly teamates
Good technical skills to learn","No proper hike nowadays
Support projects in shifts
Canteen not good",,3,Current Employee,Anonymous Employee,,,,,,
14-Feb-20,good company work life balance,no cons in company management,,5,Current Employee,Project,Chennai,4,4,4,4,5
14-Feb-20,"Good company.
It's a good company to work","No problem
Few projects are tough to work",,5,Current Employee,Senior QA Automation Engineer,Bangalore,3,1,5,4,1
14-Feb-20,Good team work Individual growth,No cons at all its good,,5,Current Employee,Senior Project Engineer,Bangalore,5,5,5,5,5
14-Feb-20,Good company to work. Employee friendly and benefits.,Nothing to say about cons,,5,Current Employee,Business Analyst,Chennai,,,,,
14-Feb-20,"good environment, very much friendly","shift timings, and cab issues",,5,Former Employee,Senior Process Executive,Hyderābād,5,5,5,5,4
14-Feb-20,"Work culture is very good
Employee friendly","Nothing as such
Everything is good",,5,Current Employee,Programmer Analyst,Chennai,5,5,5,5,5
29-Feb-20,"Cab facility is good, especially for women","Salary structure varies, I'm a B.E graduate, but my pay is much less than someone with the same grade as me but we both will be doing the same job, I reached HR regadring this. But their simple answer was they cannot do anything in this regard. I was ready to do some course or stuff to increase my pay, but they had no place for that.",,2,Current Employee,Analyst Trainee,Chennai,1,4,4,3,1
14-Feb-20,Application support with live deployment,time expanding if the shift person has not arrived,,4,Current Employee,Systems Analyst,Chennai,4,4,3,3,3
14-Feb-20,Great work culture and amazing environment,Less offices in Northern India,,4,Former Employee,Senior Systems Engineer,Chennai,4,4,4,4,4
14-Feb-20,A good environment to learn and develop skills in many new domains,Sometimes the work atmosphere creates unnecessary pressure on the employee,,4,Former Employee,Senior Systems Engineer,Chennai,4,4,4,4,4
14-Feb-20,"Work life balance, Work culture, On time salary, Learning path","Salary Hike, Incentive pay, Transport Facility",,4,Current Employee,Associate,Calcutta,4,4,,,
15-Feb-20,Yearly hikes are good when compared with other service based company,Client site location is a bit problem for employees,,4,Current Employee,Associate,"Gurgaon, Haryana",4,4,4,3,3
15-Feb-20,Help to learn and improve,slow growth based on your project,,4,Current Employee,Programmer Analyst,Bangalore,3,4,4,3,4
28-Feb-20,"Good work (if billable), Work life balanceLeave policy ,","Below average hikes , If no billing indirectly you are on bench. Need to accept any project from any location when in bench",,3,Former Employee,Programmer Analyst,Chennai,4,4,3,3,3
28-Feb-20,"1. Onsite opportunity, 2. Client exposure, 3.Work life balance","1. Limited opportunity to learn, 2. Monotonous work, 3. Office politics, 4. High on unproductive work, 5. Bad Work environment","1. Trust employees, 2. An employee's productivity is maximum if he/she is given a work opportunity that he is inclined to work - basic human nature - Senior Management needs to learn about Human behavior. There is no dearth of opportunity but a dearth in Senior Management's judgment.",3,Current Employee,Senior Associate,Calcutta,4,2,3,3,1
28-Feb-20,"Good for Work life balance
Decent pay which is slightly better than competitiors","The technology stack is very old.
People leave eventually after 2 years as there is no growth and project changes.","Bring in more new technologies.
If hiring Computer Engineers treat them like one, dont give them Production Support and Testing job.",3,Former Employee,Programmer Analyst,Pune,4,4,2,4,1
29-Feb-20,"Good shifts, good projects ,good transportation","Worst Management
Low incentive
No growth
Low hikes",,3,Former Employee,Senior Process Executive,,4,3,3,2,1
28-Feb-20,"Cab facility
Friendly atmosphere among colleagues","Less salary
Worst shift timings
Heavy work pressure",,2,Current Employee,Senior Process Executive,Hyderābād,2,3,2,1,3
13-Feb-20,Good atmosphere to learn and explore new technologies,Less hike and salary for employees,,4,Current Employee,Senior Systems Engineer,,,,,,
13-Feb-20,Onsite opportunity will be there,Internal transfer of technology is not so easy. They would hire people from outside without considering people inside who would have the same skill,,4,Current Employee,Anonymous Employee,,5,4,3,2,4
14-Feb-20,"Everything is good 
Depends on manager and team",Project to project transition takes a hell lot of time,,4,Current Employee,Senior Systems Engineer,Pune,3,3,3,3,3
14-Feb-20,"Work environment is excellent
For freshers they will get good learning opportunity",Here bench period is not good,Better don't put experience person on bench.,4,Current Employee,Associate,Bangalore,4,4,4,3,4
25-Feb-20,No pros only maintenance is good,you will be given proper training and then you will be kept in BENCH .. They don't care about you and yourcareer.. Dont join in Service based Companies,,3,Current Employee,Programmer Analyst Trainee,Hyderābād,4,4,3,3,3
27-Feb-20,Good company for learning new Technology,Salary should be at par,,3,Former Employee,Project Manager,Hyderābād,2,4,4,3,2
27-Feb-20,Nothing is good over there.,Everything is worst over there mostly support projects,Worst,3,Current Employee,Programmer/Analyst,Pune,3,2,4,3,1
27-Feb-20,Good Learning environment for Freshers,"Work culture is lacking. 
No benefits of being a long term employee.",,3,Current Employee,Senior Test Engineer,Coimbatore,2,1,3,1,2
27-Feb-20,"huge known company , nothing much in positive side","biased top level
politics
much pressure to complete the deadlines as they give commitments to the client 
no proper planning and resources available.",,3,Current Employee,Senior Test Analyst,Chennai,,,,,
12-Feb-20,Good learning environment for freshers,Nothing much to tell about cons,,5,Current Employee,Senior Test Analyst,,5,5,4,4,4
12-Feb-20,Its been 1year Im here with the organisation,Process got rebagdged so looking to work for another organization,,5,Current Employee,Senior Process Executive,Hyderābād,5,5,5,5,5
12-Feb-20,Excellent work place with gradual growth,Domain switch is quite difficult,,5,Current Employee,Programmer Analyst,,5,5,5,5,5
12-Feb-20,"Good teams, very good opportunities for learning. Learning targets help employees grow in career.",Not in much... Depends on project,,5,Former Employee,Associate,Chennai,3,5,5,2,5
13-Feb-20,"good salary, work environment and projects","not all managers are good, mostly many of them are very partial towards their city people. lot of politics",,5,Former Employee,Associate,Bangalore,3,5,5,5,1
19-Mar-20,Had some decent hike (but in 2020 it was ridiculously poor),"During Coronavirus outbreak, forcing employees to come to office. Risking many lives. 
Practitioners of modern slavery. 
Draconian rules like Trutime tracking of 9 hours spent in office or not. 
No work life balance. 
Poor work culture. 
Threatens to dock pay for every small thing.",Be human first.,1,Current Employee,Senior Developer,Calcutta,1,1,1,2,1
12-Feb-20,You can have plenty of project options and always open to learn new technology.,Salary and hike could be improved.,Be more concern towards employee as well instead of only focusing on Clients.,4,Current Employee,Senior Associate,Pune City,3,4,4,3,3
12-Feb-20,All good. You can enjoy as a fresher,Jus like another it company,,4,Former Employee,Programming,,,,,,
12-Feb-20,Timely promotion and work hours can be flexible,Bad team will make your life hell here,,4,Current Employee,Associate,Chennai,5,4,4,4,4
13-Feb-20,Good work flexibility and not much burden,Leaves are rare to get granted,,4,Current Employee,Senior Process Executive,"Gurgaon, Haryana",,,,,
13-Feb-20,its a good company and work life balance is seen,no expected hikes are given,,4,Current Employee,Anonymous Employee,,,,,,
26-Feb-20,"Stakeholders, Geographical Exposure and Work-Life Balance","Salary Structure, Benefits and Growth",,3,Current Employee,Business Consultant,Mumbai,5,3,3,2,3
26-Feb-20,"Stakeholders, Geographical Exposure and Work-Life Balance","Salary Structure, Benefits and Growth",,3,Current Employee,Business Consultant,Mumbai,5,3,3,2,3
27-Feb-20,"Work Environment, Work Culture, International Exposure",Salary is not up to the mark for what you do.,,3,Former Employee,Programmer/Analyst,Bangalore,3,4,2,1,3
11-Feb-20,"Work life balance is good. 
Infrastructure is good.
Salary better when compared to other service based companies.",Most openings are only in Chennai.,,5,Current Employee,Associate,Chennai,5,3,5,4,5
11-Feb-20,"Good career growth and appreciation, fun place, friendly atmosphere",Work timings strict. Not actually a negative. Just a thing to be noted.,,5,Former Employee,Programmer Analyst,Eranakulam,4,5,5,5,5
11-Feb-20,Work life balance is good here,Not much cons some people may say 9 hour policy is not good,,5,Current Employee,Associate,Calcutta,5,5,4,4,5
11-Feb-20,Good working environment. Good client interaction.,No any cos.. Good company.,,5,Current Employee,Associé,Pune City,4,5,5,5,5
11-Feb-20,Good work environment and work culture.very flexible,Nothing. Very good place to work,,5,Former Employee,Associate,,4,4,5,4,4
18-Mar-20,"In summary 99% Nothing. 
If you want a government job like feeling. Then it is a best company.","During covid-19 outbreak CTS is not giving work from home facility whereas other companies like TCS, Infosys are working actively on this part.
CTS employee has raised request for getting laptop and client firewall request But since 1 week there is no progress or update on this.
Managers took work from home and developers who codes are not getting work from home.
Even door handles are not properly sanitized.
Only facilities provided by CTS are:
Sanitizer at reception
Temperature check at reception","Instead of only sending mail and show-off , do some work . Don't behave and work like government office. Work actively on your employee concerns regarding health and career growth.",1,Current Employee,Associate,,3,1,2,1,1
11-Feb-20,Great Environment for learning and updating technical skills,Low salary package for the employees,,4,Current Employee,Programmer Analyst,Calcutta,3,4,4,3,4
11-Feb-20,"Learning curve is better,not sure about the client projects, but i have been into internal project and have the liberty to implement and learn",Changes in organisational structures directly impact the salary of individual employee,,4,Current Employee,Associate,,5,5,4,2,3
11-Feb-20,Good work culture. Nothing much to say,Lot of pressure to handle. No good increment. Since 2020 company values became worse,,4,Current Employee,Senior Business Analyst,Hyderābād,4,3,3,1,4
11-Feb-20,Pay scale is good and easy reachable location,"Work life balance isn't quite good
More night shifts and early morning shifts",,4,Former Employee,Business Systems Analyst,Chennai,3,4,4,4,3
11-Feb-20,it was good learning opportunity.,could not find till now.,,4,Former Employee,Senior Associate,Bangalore,,,,,
25-Feb-20,Good experience if you get a good project.,Most of the projects are support projects which go on for a very long time and it is hard to get a release from there.,,3,Current Employee,Associate,Pune,4,3,3,2,4
25-Feb-20,Multiple clients will make it a good place to shift your work,Could have given more importance to work life balance,,3,Current Employee,Product Owner,Chennai,2,3,4,2,2
25-Feb-20,Good Work Culture and suggestible for freshers,There is No Expected Hike/annual bonus,,3,Current Employee,Senior Software Engineer,,2,1,3,2,2
10-Feb-20,"Work life balance, Work environment, Supportive management","Salary, Career opportunities, Promotion, Admin.",,5,Former Employee,HR-Executive,,5,5,3,3,5
10-Feb-20,"Good , happy , flexible,support,workable","No hike, transfer ,no ,no ,no",,5,Current Employee,Programmer Analyst,Chennai,,,,,
10-Feb-20,one can learn so much,Nothing as such are there.,,5,Current Employee,Anonymous Employee,,4,5,5,4,5
25-Feb-20,great workplace for a work,your growth will be limited,,2,Current Employee,Anonymous Employee,Pune,1,1,1,1,1
10-Feb-20,Good learning and skill gaining opportunities for freshers,Minimum 9 hours is to be maintened with or without work,Focus more on work life balance,4,Current Employee,Programmer Analyst,Cochin,4,5,5,3,3
10-Feb-20,Work life balance is good,Not much clarity of job role.,,4,Current Employee,Associate Director,Pune,4,4,4,3,4
10-Feb-20,Not very strict like Infosys on petty policies just to trouble it employees,"Not much process oriented within project.
Sales team is pathetic, which makes many effort vain.","Improve the sales team capability.
Having buffer resource is no harm. Many opportunities are not fulfilled because of this change in decision of very minimum buffer",4,Current Employee,Technology Architect,Chennai,4,4,4,4,3
11-Feb-20,"1. Great Culture
2. Diverse experience
3. Multiple Domain and Country experience",1. Late in the came on Digital,1. Sensitive news can be kept within the company,4,Current Employee,Senior Project Manager,Bangalore,2,5,4,2,2
24-Feb-20,Good training but you have to pass to stay,Should not hire fresher in large numbers,,3,Former Employee,Anonymous Employee,,,,,,
24-Feb-20,U will get good learning experience,Salary is very less when compared to other MNC'S,,3,Current Employee,Programmer/Analyst,,,,,,
24-Feb-20,average scope of work and not visibility for hard working employees,not a great organization for long term association,,3,Former Employee,Senior Manager,Chennai,3,3,3,3,3
24-Feb-20,"Steep learning curve
motivation to learn and implement machine learning",Politics in office affecting promotion,,3,Former Employee,Senior Associate,,5,4,4,3,3
24-Feb-20,"Very flexible hours
Pretty relaxed environment","No hike
Very less variable pay",,3,Current Employee,Associé,Chennai,4,4,3,2,4
24-Feb-20,If you are in a good technology and project you can rock here,If you are in a maintance project it would be difficult survive outside,,3,Current Employee,Associate,Chennai,5,5,3,3,4
24-Feb-20,If you are in a good technology and project you can rock here,If you are in a maintance project it would be difficult survive outside,,3,Current Employee,Associate,Chennai,5,5,3,3,4
25-Feb-20,We get an opportunity to learn new technologies,doing a lot of rework,,3,Former Employee,QA Tester,Cochin,4,4,4,4,4
09-Feb-20,"work life balance
personal health insure benifits
technology exploration","mandotory work hours
learning scope
more support role based
difficult to get project releases
location preferences",,5,Current Employee,Anonymous Employee,,4,2,3,3,2
09-Feb-20,The salary is good,"The opportunities for growing inside the company are less, it is my personal opinion",Nothing,5,Former Employee,Production Support,Chennai,5,5,3,5,5
09-Feb-20,"Good work environment, No work pressure, friendly staff","some time managers will behave Odd when there is an issue.
workload
timings",,5,Former Employee,Software Engineer,Hyderābād,4,4,4,4,4
09-Feb-20,Opportunity wise Cognizant is best,"So far, no negative opinion on Cts",Nothing,5,Current Employee,Anonymous Employee,,5,5,5,5,5
24-Feb-20,Good for Freshers from direct Engineering and B.Tech graduates.,Micro management from senior employees make the work hard.,Make Senior most employees to learn new tech mandatory.,2,Current Employee,Associate,Bangalore Rural,5,4,3,1,2
24-Feb-20,Work life balance is goog,No learning it seems. in the company,nill,2,Former Employee,Programmer Analyst,Pune City,5,3,2,2,2
09-Feb-20,"Good for experienced people to work.
And for Freshers, will be good if they put in development projects , so they get scope for learning things.","For Freshers, any MNC may not be good as they may put in support projects.",,4,Former Employee,Anonymous Employee,Hyderābād,4,4,4,4,3
09-Feb-20,Nice place to learn work culture,Some projects are good and some are not,,4,Former Employee,Anonymous Employee,Chennai,3,5,4,4,3
09-Feb-20,Employee are respcted here and considered,Rotational shifts should be im favour of employee so that he can excel.,,4,Current Employee,Program Manager,Coimbatore,4,4,4,4,4
09-Feb-20,Good work culture and technology,Nothing as per my experience,,4,Former Employee,Programmer Analyst,Bangalore,4,3,4,4,2
09-Feb-20,"Great work culture
flexible work timings
empowered to deliver","A Big multi national organization, might get lost in the whole scheme of things",,4,Current Employee,Manager,,4,4,4,4,3
09-Feb-20,"Good culture, friendly environment, Lots of opportunity to learn other technologies",I personally experienced no support from my leads for my career in my last project that was the only concern. But It totally depends on the project we get into.,,4,Former Employee,Programmer Analyst,Chennai,4,5,3,5,4
09-Feb-20,They have lots of project.,Very less on site opportunity. Salary hike is low and variable pay not given timely. Some managers are worst. No proper planning for project delivery. Senior management always do politics they don't have technology/management skills.,,4,Former Employee,Senior Associate,Hyderābād,2,2,2,2,1
10-Feb-20,Flexible timings and location and Good work place,Work load depends on the project,,4,,,,2,3,3,2,1
10-Feb-20,Nice environment and work life balance.,Less opportunities for career growth,,4,Current Employee,Programmer Analyst,,4,5,3,3,3
10-Feb-20,Work life balance and best environment,"politics , Technology changing problem",,4,Current Employee,Programmer Analyst,,,,,,
10-Feb-20,"Work life balance
Good exposure to technology learning",It's all pros so no cons to tell,,4,Current Employee,Associate,,,,,,
23-Feb-20,Depends on location and technology,"No growth, aspirations not considered",,3,Former Employee,Associate,,3,2,1,2,2
24-Feb-20,"Friendly peers, decent work, average salary","Long hours, bullish upper management, low salary",,3,Former Employee,Instructional Designer,Calcutta,2,2,3,3,1
24-Feb-20,"Knowledgeable employees, work culture is okay","No job security, no work from home policy",,3,Current Employee,Anonymous Employee,,,,,,
24-Feb-20,"Good infrastructure, salary on time, good work life balance",Work depends on project and luck!,More proactiveness,3,Current Employee,Programmar-analyst,Calcutta,4,4,3,4,3
09-Feb-20,Employee's Environment to work at.,No  about the company.,,5,Current Employee,Software Developer,Chennai,,,,,
09-Feb-20,Everything Nice about this company,Nothing bad about this company,,5,,,,,,,,
23-Feb-20,Popular company so people won't give you a perplexed looked when they hear where you work.,Development projects are very few and whatever is there gets saturated in southern India.,,2,Current Employee,Programmer Analyst,,,,,,
08-Feb-20,lots of opportunity to learn and implement new technologies,Project openings are less for senior managers.,,4,Current Employee,Scrum Master,Chennai,3,4,4,3,4
08-Feb-20,nice work place and good infrastructure,Internal politics and bad managers,,4,Current Employee,Associate,Chennai,3,3,4,3,2
09-Feb-20,Very good clients to work for. Schedule or work hours doesnt become an issue when you work in projects provided your manager is cool with it. People are really good to work with. Get to learn a lot if you are into the good projects,Slow growth Not the ideal company for freshers,,4,Current Employee,Business Analyst,Pune,5,3,3,3,4
09-Feb-20,Good work culture. Flexible timings. Other pros are purely based on the project you get.,"Average hike and incentives. And other usual corporate politics for promotion and onsite. 
As far as I have experienced, training is not in par with it's peer companies.",,4,Current Employee,Associate,Chennai,3,5,4,4,3
09-Feb-20,opportunity to change domain when we have passion on other fields,management makes associates team changing often...not an encouraging one.,need to respect employees,4,Current Employee,Senior Coordinator,Chennai,3,4,4,3,4
22-Feb-20,"If you are at low to intermediate level, it has got job security.",Too much politics. Too many support projects. Too less dev projects.,,3,Current Employee,Programmer Analyst,Calcutta,4,3,2,2,2
22-Feb-20,If you are ready to learn it's the right place and you will get good environment to learn new things,"No weekend support allowance
Promotion cycle",,3,Current Employee,Programmer Analyst,Chennai,1,1,3,2,3
22-Feb-20,Got opportunity to work on new technologies,"salary 
On-boarding process is lengthy one may need to chase talent manager to get project assigned",,3,Current Employee,Project Associate,Pune,3,3,3,1,1
07-Feb-20,Employee friendly. Good and challenging oppurtunities for career growth,No cons for this company,,5,Current Employee,Anonymous Employee,,,,,,
